gene_id	entrez_id	gene_name	gene_description	chr	mitocarta_evidence	impi_evidence	go_evidence	proteinatlas_evidence
ENSG00000177370		TIMM22	translocase of inner mitochondrial membrane 22	17	true	Known mitochondrial	true	false
ENSG00000265354	100287932	TIMM23	translocase of inner mitochondrial membrane 23	10	true	Known mitochondrial	true	true
ENSG00000142444	90580	TIMM29	translocase of inner mitochondrial membrane 29	19	true	Predicted mitochondrial	true	true
ENSG00000104980	10469	TIMM44	translocase of inner mitochondrial membrane 44	19	true	Known mitochondrial	true	true
ENSG00000105197	92609	TIMM50	translocase of inner mitochondrial membrane 50	19	true	Known mitochondrial	true	true
ENSG00000126953	1678	TIMM8A	translocase of inner mitochondrial membrane 8A	X	true	Known mitochondrial	true	true
ENSG00000150779	26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B	11	true	Known mitochondrial	true	false
ENSG00000100575	26520	TIMM9	translocase of inner mitochondrial membrane 9	14	true	Known mitochondrial	true	true
ENSG00000113845	51300	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	3	true	Known mitochondrial	true	true
ENSG00000166548	7084	TK2	thymidine kinase 2, mitochondrial	16	true	Known mitochondrial	true	false
ENSG00000163931	7086	TKT	transketolase	3	true	Known NOT mitochondrial	false	false
ENSG00000155957	51643	TMBIM4	transmembrane BAX inhibitor motif containing 4	12	true	Predicted NOT mitochondrial	false	false
ENSG00000178307	8834	TMEM11	transmembrane protein 11	17	true	Known mitochondrial	true	true
ENSG00000171202	84233	TMEM126A	transmembrane protein 126A	11	true	Known mitochondrial	true	false
ENSG00000171204	55863	TMEM126B	transmembrane protein 126B	11	true	Known mitochondrial	true	true
ENSG00000161558	55260	TMEM143	transmembrane protein 143	19	true	Predicted mitochondrial	true	false
ENSG00000111843	51522	TMEM14C	transmembrane protein 14C	6	true	Known mitochondrial	true	false
ENSG00000144120	80775	TMEM177	transmembrane protein 177	2	true	Known mitochondrial	true	false
ENSG00000184857	25880	TMEM186	transmembrane protein 186	16	true	Predicted mitochondrial	true	false
ENSG00000105518	374882	TMEM205	transmembrane protein 205	19	true	Predicted NOT mitochondrial	false	false
ENSG00000164983	157378	TMEM65	transmembrane protein 65	8	true	Known mitochondrial	true	false
ENSG00000175606	54968	TMEM70	transmembrane protein 70	8	true	Known mitochondrial	true	true
ENSG00000185973	55217	TMLHE	trimethyllysine hydroxylase, epsilon	X	true	Known mitochondrial	true	true
ENSG00000173726	9804	TOMM20	translocase of outer mitochondrial membrane 20	1	true	Known mitochondrial	true	true
ENSG00000100216	56993	TOMM22	translocase of outer mitochondrial membrane 22	22	true	Known mitochondrial	true	true
ENSG00000025772	10953	TOMM34	translocase of outer mitochondrial membrane 34	20	true	Known mitochondrial	true	false
ENSG00000130204	10452	TOMM40	translocase of outer mitochondrial membrane 40	19	true	Known mitochondrial	true	true
ENSG00000158882	84134	TOMM40L	translocase of outer mitochondrial membrane 40 like	1	true	Known mitochondrial	true	false
ENSG00000175768	401505	TOMM5	translocase of outer mitochondrial membrane 5	9	true	Known mitochondrial	true	true
ENSG00000196683	54543	TOMM7	translocase of outer mitochondrial membrane 7	7	true	Known mitochondrial	true	false
ENSG00000154174	9868	TOMM70	translocase of outer mitochondrial membrane 70	3	true	Known mitochondrial	true	true
ENSG00000184428	116447	TOP1MT	DNA topoisomerase I mitochondrial	8	true	Known mitochondrial	true	true
ENSG00000177302		TOP3A	DNA topoisomerase III alpha	17	true	Known mitochondrial	false	false
ENSG00000111669	7167	TPI1	triosephosphate isomerase 1	12	true	Predicted mitochondrial	false	false
ENSG00000126602	10131	TRAP1	TNF receptor associated protein 1	16	true	Known mitochondrial	true	true
ENSG00000170855	51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1	12	true	Known mitochondrial	true	true
ENSG00000043514	54802	TRIT1	tRNA isopentenyltransferase 1	1	true	Known mitochondrial	true	false
ENSG00000104907	55621	TRMT1	tRNA methyltransferase 1	19	true	Predicted NOT mitochondrial	true	false
ENSG00000174173	54931	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit	3	true	Known mitochondrial	true	true
ENSG00000066651	60487	TRMT11	tRNA methyltransferase 11 homolog	6	true	Known mitochondrial	false	false
ENSG00000188917	79979	TRMT2B	tRNA methyltransferase 2 homolog B	X	true	Known mitochondrial	false	false
ENSG00000171103	55006	TRMT61B	tRNA methyltransferase 61B	2	true	Known mitochondrial	true	false
ENSG00000100416	55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	22	true	Known mitochondrial	true	true
ENSG00000072756	51095	TRNT1	tRNA nucleotidyl transferase 1	3	true	Known mitochondrial	true	true
ENSG00000167112	26995	TRUB2	TruB pseudouridine synthase family member 2	9	true	Known mitochondrial	true	false
ENSG00000123297	10102	TSFM	Ts translation elongation factor, mitochondrial	12	true	Known mitochondrial	true	true
ENSG00000100300	706	TSPO	translocator protein	22	true	Known mitochondrial	true	true
ENSG00000128311	7263	TST	thiosulfate sulfurtransferase	22	true	Known mitochondrial	true	true
ENSG00000215845	100131187	TSTD1	thiosulfate sulfurtransferase like domain containing 1	1	true	Predicted mitochondrial	false	false
ENSG00000228439	100130890	TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	6	true		false	false
ENSG00000011295	54902	TTC19	tetratricopeptide repeat domain 19	17	true	Known mitochondrial	true	true
ENSG00000178952	7284	TUFM	Tu translation elongation factor, mitochondrial	16	true	Known mitochondrial	true	true
ENSG00000107815	56652	TWNK	twinkle mtDNA helicase	10	true	Known mitochondrial	true	false
ENSG00000100348	25828	TXN2	thioredoxin 2	22	true	Known mitochondrial	true	true
ENSG00000117862	51060	TXNDC12	thioredoxin domain containing 12	1	true	Known mitochondrial	false	false
ENSG00000198431	7296	TXNRD1	thioredoxin reductase 1	12	true	Predicted NOT mitochondrial	true	false
ENSG00000184470	10587	TXNRD2	thioredoxin reductase 2	22	true	Known mitochondrial	true	true
ENSG00000156521	219743	TYSND1	trypsin domain containing 1	10	true	Probable contaminant	false	false
ENSG00000109424	7350	UCP1	uncoupling protein 1	4	true	Known mitochondrial	true	false
ENSG00000175567	7351	UCP2	uncoupling protein 2	11	true	Known mitochondrial	true	true
ENSG00000175564	7352	UCP3	uncoupling protein 3	11	true	Known mitochondrial	true	false
ENSG00000076248	7374	UNG	uracil DNA glycosylase	12	true	Known mitochondrial	true	false
ENSG00000101019	55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	20	true	Known mitochondrial	true	false
ENSG00000137288	84300	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	6	true	Known mitochondrial	true	true
ENSG00000184076	29796	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	22	true	Known mitochondrial	true	false
ENSG00000127540	10975	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	19	true	Known mitochondrial	true	false
ENSG00000156467	7381	UQCRB	ubiquinol-cytochrome c reductase binding protein	8	true	Known mitochondrial	true	false
ENSG00000010256	7384	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	3	true	Known mitochondrial	true	true
ENSG00000140740		UQCRC2	ubiquinol-cytochrome c reductase core protein 2	16	true	Known mitochondrial	true	true
ENSG00000169021	7386	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	19	true	Known mitochondrial	true	true
ENSG00000173660	7388	UQCRH	ubiquinol-cytochrome c reductase hinge protein	1	true	Known mitochondrial	true	false
ENSG00000164405	27089	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	5	true	Known mitochondrial	true	true
ENSG00000137411		VARS2	valyl-tRNA synthetase 2, mitochondrial	6	true	Known mitochondrial	true	true
ENSG00000073905		VDAC1P1	voltage dependent anion channel 1 pseudogene 1	X	true		false	false
ENSG00000165637	7417	VDAC2	voltage dependent anion channel 2	10	true	Known mitochondrial	true	true
ENSG00000078668	7419	VDAC3	voltage dependent anion channel 3	8	true	Known mitochondrial	true	true
ENSG00000102763	23078	VWA8	von Willebrand factor A domain containing 8	13	true	Known mitochondrial	true	false
ENSG00000116874	10352	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	1	true	Known mitochondrial	true	true
ENSG00000167716		WDR81	WD repeat domain 81	17	true	Known mitochondrial	true	false
ENSG00000196236	63929	XPNPEP3	X-prolyl aminopeptidase 3	22	true	Known mitochondrial	true	false
ENSG00000139131	51067	YARS2	tyrosyl-tRNA synthetase 2	12	true	Known mitochondrial	true	true
ENSG00000182362	54059	YBEY	ybeY metallopeptidase (putative)	21	true	Known mitochondrial	false	false
ENSG00000136758	10730	YME1L1	YME1 like 1 ATPase	10	true	Known mitochondrial	true	true
ENSG00000180011	284273	ZADH2	zinc binding alcohol dehydrogenase domain containing 2	18	true	Predicted mitochondrial	false	false
